id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21403165,Cascais/Estoril by the Beach. 2 mins WALK to BEACH,10445805,Ana,Cascais,Cascais e Estoril,38.70304975791673,-9.398399971979401,Entire home/apt,45,3,5,2018-05-28,0.67,3,282
21403268,Apartamento T3 Algueirão Mem Martins - Sintra,155016460,Danideal,Sintra,Algueiro-Mem Martins,38.796455948767,-9.334265988416696,Entire home/apt,70,3,2,2018-07-25,2,2,302
21403383,Bedroom on the roof near the river @Creative Hub,155073953,Sónia,Lisboa,Beato,38.73103805255187,-9.107256938295418,Private room,26,1,24,2018-07-21,2.62,1,51
21403430,Charming Cascais Apartment,22072325,Michaela,Cascais,Cascais e Estoril,38.70018488566125,-9.437966298322568,Private room,40,2,0,,,1,56
21404002,NEW Luxury Flat with Private Parking @Av.Liberdade,146351148,Vivianne,Lisboa,Arroios,38.72008194881788,-9.139635661802279,Entire home/apt,30,1,31,2018-06-26,4.39,5,29
21404732,Lisbon Royal City Cozy Room#4,154303157,Caio,Lisboa,Campo de Ourique,38.71911695359317,-9.165624599927757,Private room,20,1,53,2018-07-23,5.89,4,342
21405261,Modern&Spacious. Patio. AC. location:Principe Real,155090194,Rui,Lisboa,Misericrdia,38.71398641652955,-9.147873070850057,Entire home/apt,150,3,12,2018-07-22,1.37,1,309
21405771,Sintra charming house next to Golf Resort,40526503,Patricia,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.76019971550834,-9.383869034516847,Entire home/apt,100,4,17,2018-07-22,1.87,1,209
21406106,Madalena Hermitage - Two-Bedroom apartment,155080806,Madalena,Lisboa,Santa Maria Maior,38.708069895456525,-9.135809885985264,Entire home/apt,199,1,2,2018-02-04,0.28,2,365
21406259,Master Bedroom in São Bento,149939303,Jose,Lisboa,Misericrdia,38.712722778279094,-9.15273645558897,Private room,35,2,13,2018-07-11,1.41,2,38
21407034,BeGuest Lisbon Premium Suites 72A,17263208,BeGuest,Lisboa,Belm,38.69884150523114,-9.224486679044139,Private room,500,2,0,,,57,364
21407941,BeGuest Lisbon Premium Suites 62C,17263208,BeGuest,Lisboa,Belm,38.69741222494345,-9.224545778764492,Private room,500,2,0,,,57,365
21407976,RATO DELUXE by HOMING,104083974,Homing,Lisboa,Campo de Ourique,38.71955352891009,-9.159355479787111,Entire home/apt,63,1,3,2018-07-24,0.75,110,347
21408184,Anjos Modern Flat,3953109,Inês,Lisboa,Arroios,38.727580229379974,-9.132274126649364,Entire home/apt,62,2,5,2018-06-09,0.53,269,327
21408481,Principe Real - Holiday Apartment in Central Lisbon,154816707,Portugal Portfolio,Lisboa,Misericrdia,38.71557504294092,-9.152813774394913,Entire home/apt,84,1,0,,,2,344
21408661,Casa Buganvílias - with private pool and garden,20592706,My Friends Houses,Cascais,Cascais e Estoril,38.70471186621708,-9.416290248359338,Entire home/apt,165,3,0,,,15,94
21408884,Sunny room next to city center,155124204,Filipe,Lisboa,Arroios,38.732394968085046,-9.14296216904274,Private room,18,1,62,2018-07-10,6.89,2,153
21408937,Love apartments - The heart of Bairro Alto - NEW,155124185,Joana,Lisboa,Misericrdia,38.713807428596695,-9.144477161672086,Entire home/apt,69,2,26,2018-07-23,2.78,1,318
21409387,Flores Modern Apartment,3953109,Inês,Lisboa,Misericrdia,38.71022588103408,-9.14474229924054,Entire home/apt,93,2,3,2017-11-14,0.32,269,30
21411083,Monteiro,30866411,Vítor,Lisboa,So Vicente,38.718913935941835,-9.132775250068285,Entire home/apt,77,1,16,2018-07-24,2.24,4,280
21412226,My Holiday Home in Lisbon,18645780,André,Lisboa,Lumiar,38.77359900661189,-9.15296569497711,Entire home/apt,180,3,2,2018-05-01,0.30,1,206
21415791,Rayon de soleil,3753184,Isabel,Lisboa,Estrela,38.71397578151704,-9.154558635894723,Entire home/apt,77,3,28,2018-07-20,3.17,9,220
21416460,"Limipicos (63110/AL)-Swimming pool, Beach and Surf",155200046,Rita,Mafra,Carvoeira,38.95119758074158,-9.412871858927195,Entire home/apt,65,3,0,,,1,338
21416664,BeGuest Lisbon Premium Suites 62B,17263208,BeGuest,Lisboa,Belm,38.6972489111402,-9.224807709486065,Private room,500,2,0,,,57,364
21417249,"Appartement lumineux, quartier chaleureux !",154187753,Pierre-Alain,Lisboa,So Vicente,38.72002810367338,-9.127048394211961,Entire home/apt,78,2,14,2018-06-22,2.00,1,71
21417642,Sunset Terrace & Pool,13891550,O Quotidiano Equilibrado Unipessoal,Mafra,Ericeira,38.97149412659665,-9.416043924110157,Entire home/apt,100,2,1,2018-05-08,0.36,19,336
21419402,Flowers Square House,154344674,Anibal,Lisboa,Misericrdia,38.715222589606135,-9.152699744930079,Entire home/apt,31,2,30,2018-07-21,3.77,5,326
21419544,"Diamond House, New apt, Avenida metro, 3 suites AC",34663570,Andrea,Lisboa,Santo Antnio,38.720855945218446,-9.145593406259348,Entire home/apt,110,1,15,2018-07-23,1.69,17,331
21420680,"Modern, renovated apartment near Jerónimos.",26420072,Antonio,Lisboa,Belm,38.70640830915561,-9.204859370662712,Entire home/apt,500,2,0,,,1,90
21420777,"Oeiras by the Beach, two bedroom apartment for 6",10599350,Cláudia,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.68730543197487,-9.314319459783839,Entire home/apt,105,3,1,2018-04-22,0.30,28,336
21421458,Casas de São Bento - São Bento I,155249798,João,Lisboa,Misericrdia,38.7120665872094,-9.152018613393839,Entire home/apt,120,1,1,2018-03-17,0.22,8,264
21421638,BeGuest Lisbon Premium Suites 61C,17263208,BeGuest,Lisboa,Belm,38.697171804549775,-9.22464510809048,Private room,500,2,0,,,57,364
21421676,Ribeira Surf Ericeira,154686794,Luisa,Mafra,Ericeira,38.982187365906505,-9.414080499641196,Entire home/apt,60,2,3,2018-07-24,3,1,77
21422234,Casas de São Bento - São Bento II,155249798,João,Lisboa,Misericrdia,38.71254666371822,-9.15286251867644,Entire home/apt,160,1,0,,,8,29
21422725,Casas de São Bento - São Bento III,155249798,João,Lisboa,Misericrdia,38.71165122793947,-9.152259528155506,Entire home/apt,140,1,1,2018-04-24,0.31,8,307
