id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
15193279,NEW! Lisbon All Seasons Amazing Duplex,96047221,Carla,Lisboa,Santo Antnio,38.71733,-9.147,Entire home/apt,79,2,113,2019-06-30,3.31,3,143
15193633,ROSA33 -Top location Bairro Alto- Chiado,96469113,Sandra & Nicolas,Lisboa,Misericrdia,38.71257,-9.14433,Entire home/apt,79,1,109,2019-07-03,3.24,1,312
15194618,Cozy apartment in Lisbon. NEW! WIFI,39903070,Sofia,Lisboa,Misericrdia,38.70924,-9.14645,Entire home/apt,50,2,79,2019-07-08,2.32,5,281
15199243,Simpatico Apartamento em Sintra com cama de casal,96520007,André,Sintra,Algueiro-Mem Martins,38.80695,-9.34796,Entire home/apt,45,2,2,2019-07-01,0.30,2,340
15199838,Apartamento de luxo com terraço no centro de Lisboa e em plenas avenidas novas,644123,Maria,Lisboa,Avenidas Novas,38.73798,-9.15186,Entire home/apt,105,2,17,2019-07-09,0.60,3,273
15199957,Cozy Studio for Two in Alfama,2489735,"Renato, Emek, Sofia & David",Lisboa,Santa Maria Maior,38.71202,-9.127,Entire home/apt,40,2,141,2019-07-07,5.79,2,304
15200207,30 guests Upper Class,2372087,Albertino,Lisboa,So Vicente,38.71647,-9.12139,Entire home/apt,850,3,13,2019-06-09,0.52,69,322
15202107,NEW! Lisbon All Seasons Spacious Apartment,96047221,Carla,Lisboa,Santo Antnio,38.71617,-9.14732,Entire home/apt,49,2,107,2019-06-27,3.24,3,143
15203443,Casa da Mó *19*,29705323,Amelie & Marinho,Lisboa,Santa Maria Maior,38.71441,-9.13469,Entire home/apt,44,3,157,2019-06-26,4.68,8,169
15204677,New - Comfort and tranquility,50722391,Nuno,Lisboa,Benfica,38.7501,-9.20195,Entire home/apt,55,4,6,2019-06-22,0.23,3,123
15216693,Modern Serviced Apartment across from a Famous Museum,644123,Maria,Lisboa,Avenidas Novas,38.7384,-9.15368,Entire home/apt,99,2,14,2019-06-14,0.54,3,291
15217175,Cascais house with garden and mountain view,11963182,Ricardo,Cascais,Cascais e Estoril,38.70768,-9.44275,Entire home/apt,60,5,4,2019-07-18,0.83,1,297
15219077,Apartamento Lisboa  Alameda,94924942,Sheila,Lisboa,Penha de Frana,38.73588,-9.12716,Entire home/apt,80,1,23,2019-07-21,1.02,2,270
15219730,St. Apolonia Cozy Apartment,76223539,BnBird Homes,Lisboa,So Vicente,38.71907,-9.12305,Entire home/apt,65,3,39,2019-04-27,1.16,71,230
15219802,House with portuguese soul,65122532,Alexandra,Lisboa,Santo Antnio,38.72426,-9.14376,Entire home/apt,45,1,154,2019-07-14,4.56,16,134
15220073,Lightcornerhouse 3,61844488,José,Lisboa,Misericrdia,38.70869,-9.14814,Private room,60,3,77,2019-07-14,2.26,6,314
15226027,Penthouse appartment / great location !,6759250,Julie Georgia Anne,Lisboa,Misericrdia,38.71089,-9.14964,Entire home/apt,140,5,2,2018-07-14,0.06,1,20
15227089,Casa da Eira do Sol,68786942,Antonio,Lisboa,Penha de Frana,38.72396,-9.11608,Entire home/apt,50,2,77,2019-07-17,2.27,1,304
15228983,Alfama Cozy Shelter,96790709,Joao,Lisboa,So Vicente,38.71454,-9.12963,Entire home/apt,42,2,90,2019-07-21,2.66,1,266
15229815,Luxury Apartment - Lisbon City Center (Amoreiras),96804534,Romain,Lisboa,Campo de Ourique,38.72155,-9.16026,Entire home/apt,145,3,62,2019-07-02,1.88,1,49
15230940,ARCO A JESUS  in the heart of Principe Real,30263327,Maria Rita C,Lisboa,Misericrdia,38.71482,-9.1505,Entire home/apt,70,2,167,2019-07-09,4.93,1,240
15231807,Central confortable apartment with garden,23800208,Fatima,Lisboa,Santo Antnio,38.72067,-9.15432,Entire home/apt,79,4,43,2019-07-08,1.31,1,183
15232737,Nice 2 Bedrooms apt in a quiet typical place,96828210,Carlos,Lisboa,So Vicente,38.71454,-9.1284,Entire home/apt,69,2,99,2019-07-10,2.91,6,325
15234921,PATIO LisBoaBoa: a private slice of Alfama,3535771,Sebastien,Lisboa,Santa Maria Maior,38.71024,-9.1303,Entire home/apt,100,3,144,2019-07-06,4.25,1,182
15235379,Bright and airy apartment with balcony,96853564,Tania,Lisboa,Arroios,38.72097,-9.13471,Entire home/apt,120,3,105,2019-07-12,3.09,2,330
15237282,Taipas Attic (free WIFI) - Center (brand new),11148387,"Rita, Pedro E Hugo",Lisboa,Santo Antnio,38.71688,-9.14456,Entire home/apt,60,3,102,2019-07-03,3.28,2,286
15245402,"Seabreeze, mesmo em frente à praia!",96807600,Maria Do Rosário,Cascais,Cascais e Estoril,38.70263,-9.39209,Entire home/apt,90,3,17,2019-06-17,0.62,1,311
15252674,Janelas Verdes Family Apartment,46170730,Cozy Lisbon,Lisboa,Estrela,38.70416,-9.16678,Entire home/apt,75,2,17,2019-07-04,0.51,8,319
